Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Direção,Tipo de veículo
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT,VW - VOLKSWAGEN,2020,50706,,Flex,Automático,,4 portas,5,88811701,Criciúma,Próspera,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/t-cross-2019-2020-1-4-250-tsi-total-flex-highline-automatico-890866640,,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN ,VW - VOLKSWAGEN,2010,11111111,,,,,,,88101201,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/abaixo-da-fipe-701090820,,
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.,FORD,2020,42266,,Flex,Automático,,4 portas,3,89237007,Joinville,Vila Nova,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2019-2020-1-5-ti-vct-flex-se-automatico-865640531,,Passeio
"Carros, vans e utilitários",FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,2020,59982,,Flex,Manual,,4 portas,3,89237007,Joinville,Vila Nova,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2020-2020-1-0-ti-vct-flex-se-sedan-manual-872931338,,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,2021,12000,,Flex,Automático,Branco,4 portas,8,88802600,Criciúma,São Cristóvão,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nivus-highline-1-0-200-tsi-flex-aut-898494254,,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! MOVE 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2016,90000,1.0,Flex,Manual,Vermelho,4 portas,6,88340010,Camboriú,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/up-move-1-0-tsi-total-flex-12v-5p-898494344,,Hatch
"Carros, vans e utilitários",GM - CHEVROLET ASTRA GL 1.8 MPFI 3P,GM - CHEVROLET,1999,12000,1.8,Gasolina,Manual,Azul,2 portas,2,89235550,Joinville,Boehmerwald,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/carro-898494048,Hidráulica,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX BLUEMOTION 1.0 MI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2014,1,1.0,Flex,Manual,Preto,4 portas,1,88140000,Santo Amaro da Imperatriz,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-fox-bluemotion-1-0-completo-2014-898494261,Hidráulica,Passeio
"Carros, vans e utilitários",CITROEN C4 GLX 1.6 FLEX 16V 5P MEC.,CITROEN,2011,170000,1.6,Flex,Manual,Prata,4 portas,4,89010345,Blumenau,Jardim Blumenau,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/c4-glx-2011-1-6-impecavel-particular-866543454,Hidráulica,Hatch
"Carros, vans e utilitários",JEEP CHEROKEE LIMITED 3.2 4X4 V6 AUT.,JEEP,2015,66768,,Gasolina,Automático,,4 portas,7,88101201,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cherokee-2015-2015-3-2-limited-4x4-v6-24v-gasolina-4p-automatico-890737558,,Passeio
"Carros, vans e utilitários",MITSUBISHI OUTLANDER 2.0 16V 160CV AUT.,MITSUBISHI,2014,98000,,Flex,Automático,Cinza,4 portas,8,88802600,Criciúma,São Cristóvão,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/outlander-2-0-16v-160cv-aut-898494366,,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,2019,74900,,Flex,Automático,Branco,4 portas,3,88106102,São José,Picadas do Sul,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-6-automatico-898494002,Hidráulica,
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,2017,50000,,Flex,Manual,Branco,4 portas,9,88802600,Criciúma,São Cristóvão,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-hi-flex-1-0-16v-5p-898493850,,Passeio
"Carros, vans e utilitários",RENAULT SANDERO VIBE FLEX 1.0 12V 5P,RENAULT,2017,870000,,Flex,Manual,Branco,4 portas,1,88351300,Brusque,Centro I,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-vibe-4p-891748933,Hidráulica,Hatch
"Carros, vans e utilitários",FORD EDGE,FORD,2014,80800,,Gasolina,Automático,Branco,4 portas,7,88103800,São José,Praia Comprida,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-edge-sel-v6-fwd-895890966,Hidráulica,
"Carros, vans e utilitários",HONDA CR-V 2.0 16V AUT.,HONDA,2011,100000,2.0 - 2.9,Gasolina,Automático,Branco,4 portas,1,89114882,Gaspar,Sete de Setembro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/honda-cr-v-lx-ano-2011-895511545,Hidráulica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P,VW - VOLKSWAGEN,2018,58000,1.6,Flex,Manual,Cinza,4 portas,,89201010,Joinville,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/polo-conect-pack-1-6-msi-2018-894908317,Hidráulica,Hatch
"Carros, vans e utilitários",FORD ECOSPORT XLT 1.6/ 1.6 FLEX 8V 5P,FORD,2008,999999,,Flex,Manual,,4 portas,4,89211305,Joinville,Floresta,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2008-2008-1-6-xlt-8v-flex-4p-manual-886056983,,Passeio
"Carros, vans e utilitários",HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,HYUNDAI,2013,0,1.6,Flex,Automático,Azul,4 portas,5,88820000,Içara,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-automatico-5-anos-2013-segundo-dono-898493753,Elétrica,Hatch
"Carros, vans e utilitários",PEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2018,110000,1.6,Flex,Automático,Branco,4 portas,6,89235155,Joinville,Itinga,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-allure-1-6-automatico-6-marchas-898493289,Hidráulica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,VW - VOLKSWAGEN,2021,11,1.0,Flex,Automático,Branco,4 portas,1,88102001,São José,Kobrasol,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-t-cross-confortiline-pronta-entrega-868659405,Elétrica,SUV
"Carros, vans e utilitários",HYUNDAI HB20 VISION 1.0 FLEX 12V MEC,HYUNDAI,2020,14000,1.0,Flex,Manual,Branco,4 portas,,88750000,Braço do Norte,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-vision-1-0-2020-com-14-mil-km-898493388,Hidráulica,
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2015,67000,1.4,Flex,Manual,Vermelho,2 portas,7,88359001,Brusque,Dom Joaquim,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/montana-ls-completa-67-000-km-original-886724189,Hidráulica,Pick-up
"Carros, vans e utilitários",FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2016,76000,2.0 - 2.9,Flex,Automático,Cinza,4 portas,9,89460000,Canoinhas,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-se-at-2-0hc-2016-898493361,Elétrica,
"Carros, vans e utilitários",VOLVO ,VOLVO,2019,49578,2.0 - 2.9,,Automático,Branco,4 portas,2,89204000,Joinville,América,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/volvo-xc60-2-0-t8-hybrid-r-design-awd-geartronic-898493375,Hidráulica,
"Carros, vans e utilitários",HONDA CITY,HONDA,2013,128100,,Flex,Automático,Preto,4 portas,6,88130601,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-city-lx-1-5-aut-872631851,Mecânica,
"Carros, vans e utilitários",RENAULT SANDERO AUTH. PLUS HI-POWER 1.0 16V 5P,RENAULT,2016,93000,1.0,Flex,Manual,Vermelho,4 portas,8,88048000,Florianópolis,Costeira do Pirajubaé,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-auth-plus-hi-power-1-0-16v-5p-886940901,Hidráulica,Hatch
"Carros, vans e utilitários",TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,2018,65000,2.0 - 2.9,Flex,Automático,Branco,4 portas,6,88070101,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-1-8-flex-16v-aut-883506903,Hidráulica,Sedã
"Carros, vans e utilitários",PEUGEOT 308 ACTIVE 1.6 FLEX 16V 5P MEC.,PEUGEOT,2014,74136,1.6,Gás Natural,Manual,Branco,4 portas,0,88130600,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-308-active-com-teto-898491864,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2019,29000,1.4,Flex,Automático,Branco,4 portas,8,89886000,Cunhataí,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/cruz-ltz-hatch-2019-878630514,Elétrica,Hatch
"Carros, vans e utilitários",FIAT TORO,FIAT,2019,64000,,Flex,Automático,Cinza,4 portas,3,88101290,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-1-8-freedom-at6-891779793,Elétrica,
"Carros, vans e utilitários",LIFAN X60,LIFAN,2014,80500,,Flex,Manual,Prata,4 portas,1,88130601,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lifan-x60-1-8-mt-890877354,Hidráulica,
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,2018,48000,1.0,Flex,Manual,Vermelho,4 portas,1,88101200,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ka-se-1-0-unica-dona-2018-todas-revisoes-na-ford-862564780,Elétrica,Hatch
"Carros, vans e utilitários",NISSAN TIIDA SL 1.8/1.8 FLEX 16V AUT.,NISSAN,2008,91278,1.8,Gasolina,Automático,Prata,4 portas,8,88130600,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-sl-com-teto-898492836,Hidráulica,Hatch
"Carros, vans e utilitários",RENAULT LOGAN EXPRESSION FLEX 1.6 16V 4P,RENAULT,2019,49000,1.6,Flex,Manual,Prata,4 portas,5,88048000,Florianópolis,Costeira do Pirajubaé,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/logan-expression-flex-1-6-16v-4p-850521851,Hidráulica,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2011,140000,1.0,Flex,Manual,Prata,4 portas,7,89235155,Joinville,Itinga,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-trend-2011-completo-898492049,Hidráulica,Hatch
"Carros, vans e utilitários",BMW 220ITOURER ACTIVE FLEX 2.0 TB AUT.,BMW,2018,47000,2.0 - 2.9,Flex,Automático,Preto,4 portas,,88117270,São José,Barreiros,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/bmw-220i-tourer-impecavel-844309625,Hidráulica,Van/Utilitário
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,FIAT,2015,139000,1.4,Flex,Manual,Branco,2 portas,6,88802250,Criciúma,Comerciário,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-working-cs-1-4-2015-flex-898492575,Hidráulica,Pick-up
"Carros, vans e utilitários",PEUGEOT 206 SOLEIL 1.6 3P,PEUGEOT,2001,1,1.0,Gasolina,Manual,Prata,2 portas,1,88070101,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/206-soleil-1-6-3p-898490483,Hidráulica,Hatch
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXR 2.0 FLEXONE 16V AUT. 4P,HONDA,2018,39850,,Flex,Automático,,4 portas,5,88104732,São José,Fazenda Santo Antônio,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-2017-2018-2-0-16v-flexone-ex-4p-cvt-889646113,,Passeio
"Carros, vans e utilitários",JAC T50 1.6 16V 5P AUT.,JAC,2020,19463,,Gasolina,Automático,,4 portas,4,88085000,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jac-t50-1-6-dvvt-866532424,,Passeio
"Carros, vans e utilitários",HYUNDAI CRETA PRESTIGE 2.0 16V FLEX AUT.,HYUNDAI,2017,49000,2.0 - 2.9,Flex,Automático,Branco,4 portas,1,89065000,Blumenau,Salto do Norte,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-prestige-2-0-flex-2017-890813349,Elétrica,SUV
"Carros, vans e utilitários",RENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.,RENAULT,2012,104000,1.6,Flex,Manual,Prata,4 portas,7,88820000,Içara,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/duster-1-6-dynamique-impecavel-2012-segundo-dono-894219348,Hidráulica,SUV
"Carros, vans e utilitários",NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,2018,39377,,Flex,Automático,,4 portas,8,89051000,Blumenau,Ponta Aguda,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-nac-sl-1-6-16v-cvt-vermelho-2018-2019-893542258,,SUV
"Carros, vans e utilitários",FORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5P,FORD,2014,91000,1.6,Flex,Manual,Prata,4 portas,6,89460000,Canoinhas,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-se-1-6-h-2014-898490891,Elétrica,
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO,VW - VOLKSWAGEN,2020,44108,,Flex,Automático,Azul,4 portas,7,88106102,São José,Picadas do Sul,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-polo-confort-200-tsi-1-0-flex-833398029,Elétrica,
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE,VW - VOLKSWAGEN,2012,161000,2.0 - 2.9,Diesel,Manual,Preto,4 portas,1,89280388,São Bento do Sul,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/amarok-cd-4x4-diesel-2012-898491054,Hidráulica,Pick-up
"Carros, vans e utilitários",HYUNDAI VERACRUZ GLS 3.8 4WD AUT.,HYUNDAI,2009,162000,3.0 - 3.9,Gasolina,Automático,Preto,4 portas,4,89070220,Blumenau,Salto do Norte,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hyundai-veracruz-v6-885755672,Hidráulica,SUV
"Carros, vans e utilitários",PEUGEOT 207,PEUGEOT,2011,0,,Flex,Manual,Cinza,4 portas,4,88130600,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-sedan-passion-xr-1-4-8v-flex-898490800,Elétrica,
"Carros, vans e utilitários",HYUNDAI HB20 COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,2013,144000,1.0,Flex,Manual,Preto,4 portas,1,89255072,Jaraguá do Sul,Czerniewicz,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2013-completo-875300069,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2017,0,1.4,Flex,Manual,Cinza,2 portas,1,88802465,Criciúma,Comerciário,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/montana-ls-1-4-econoflex-8v-2p-2017-ar-cond-e-diracao-baixa-km-898490652,Hidráulica,Pick-up
"Carros, vans e utilitários",FIAT PALIO 1.0/ TROFEO 1.0 FIRE/ FIRE FLEX 4P,FIAT,2007,96000,,Flex,Manual,,4 portas,8,89820000,Xanxerê,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/palio-2007-2007-1-0-mpi-fire-8v-flex-4p-manual-898490116,,Passeio
"Carros, vans e utilitários",FIAT PALIO WEEKEND ELX 1.4 MPI FIRE FLEX 8V,FIAT,2010,122000,1.4,Flex,Manual,Preto,4 portas,6,88140000,Santo Amaro da Imperatriz,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-elx-1-4-mpi-fire-flex-8v-886705468,Hidráulica,Van/Utilitário
"Carros, vans e utilitários",PEUGEOT 208,PEUGEOT,2015,67000,,Flex,Manual,Branco,4 portas,5,88306600,Itajaí,Praia Brava de Itajaí,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-active-898490241,Hidráulica,
"Carros, vans e utilitários",HONDA CR-V 2.0 16V AUT.,HONDA,2012,107657,,Gasolina,Automático,,4 portas,7,89130000,Indaial,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/crv-2012-2012-2-0-exl-4x4-16v-gasolina-4p-automatico-895746728,,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! TAKE 1.0 TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2015,106000,1.0,Flex,Manual,Vermelho,4 portas,9,88303171,Itajaí,Vila Operária,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-up-take-1-0-12v-843601543,Hidráulica,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,2013,103000,,Flex,Manual,,2 portas,2,89270000,Guaramirim,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/saveiro-2013-2013-1-6-mi-ce-8v-flex-2p-manual-g-v-898489665,,Passeio
"Carros, vans e utilitários",RENAULT DUSTER,RENAULT,2018,48694,,Flex,Manual,Branco,4 portas,5,88085000,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-expression-1-6-898489868,Mecânica,
"Carros, vans e utilitários",PORSCHE CAYENNE S 4.5/4.8,PORSCHE,2010,102000,4.0 ou mais,Gasolina,Automático,Preto,4 portas,2,88085001,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/porsche-cayenne-s-4-8-com-suspensao-pneumatica-856237240,Elétrica,SUV
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,2010,0,1.0,Flex,Manual,Prata,4 portas,7,88802465,Criciúma,Comerciário,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-hi-flex-1-0-16v-5p-2010-completo-898489159,Hidráulica,Hatch
"Carros, vans e utilitários",TOYOTA RAV4 2.0 4X2 16V AUT.,TOYOTA,2014,85000,,Gasolina,Automático,,4 portas,7,89270000,Guaramirim,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/rav4-2014-2014-2-0-4x2-16v-gasolina-4p-automatico-888299199,,Passeio
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,2020,0,1.0,Flex,Manual,Prata,4 portas,6,88850000,Forquilhinha,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-expression-flex-1-0-12v-898489739,,Passeio
"Carros, vans e utilitários",JEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.,JEEP,2018,42000,2.0 - 2.9,Gasolina,Automático,Cinza,4 portas,5,88095000,Florianópolis,Jardim Atlântico,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/compass-2-0-longitude-2018-898489524,Hidráulica,SUV
"Carros, vans e utilitários",GM - CHEVROLET VECTRA ELITE 2.4 MPFI 16V FLEXPOWER AUT.,GM - CHEVROLET,2006,110000,2.0 - 2.9,Flex,Automático,Prata,4 portas,1,89259700,Jaraguá do Sul,Vila Nova,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vectra-elite-2-4-16v-898489720,Hidráulica,Sedã
"Carros, vans e utilitários",FIAT FIORINO,FIAT,2020,36338,,Flex,Manual,Branco,2 portas,6,88306002,Itajaí,Fazendinha,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-furgao-hard-working-1-4-completa-854820475,Hidráulica,
"Carros, vans e utilitários",FIAT SIENA CELEBRATION 1.0 FIRE FLEX 8V 4P,FIAT,2007,250,1.0,Flex,Manual,Preto,4 portas,9,88340212,Camboriú,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/siena-1-0-8v-fire-aceito-troca-898489216,Hidráulica,Sedã
"Carros, vans e utilitários",RENAULT SANDERO,RENAULT,2017,86932,,Flex,Manual,Vermelho,4 portas,7,89218650,Joinville,Costa e Silva,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-stepway-1-6-892652134,Hidráulica,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2018,106129,1.0,Flex,Manual,Cinza,4 portas,9,88095720,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-joy-1-0-2018-completo-financia-100-891106164,Elétrica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 3P,GM - CHEVROLET,2007,159200,1.0,Flex,Manual,Preto,4 portas,1,89802131,Chapecó,Centro,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/celta-com-direcao-hidraulica-898489302,Hidráulica,Hatch
"Carros, vans e utilitários",FORD FUSION SEL 2.3 16V  162CV AUT.,FORD,2008,200,2.0 - 2.9,Gasolina,Automático,Preto,4 portas,6,89231305,Joinville,Paranaguamirim,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vendo-troco-interessante-por-gol-g5-898488258,Hidráulica,Sedã
"Carros, vans e utilitários",MERCEDES-BENZ GLA-200,MERCEDES-BENZ,2017,46000,,Flex,Automático,,4 portas,0,89203001,Joinville,Atiradores,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/gla-200-2017-2017-1-6-cgi-enduro-16v-turbo-flex-4p-automatico-898488191,,Passeio
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2013,148000,1.8,Flex,Automático,Outra,4 portas,6,89211388,Joinville,Floresta,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-8-automatico-completo-896535116,Hidráulica,Sedã
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2015,100282,1.0,Flex,Manual,Branco,4 portas,8,89210300,Joinville,Itaum,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-0mt-lt-888568056,Hidráulica,
"Carros, vans e utilitários",GM - CHEVROLET CORSA HAT. JOY 1.0/ 1.0 FLEXPOWER 8V 5P,GM - CHEVROLET,2008,150000,1.0,Flex,Manual,Prata,4 portas,9,88117013,São José,Barreiros,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-hatch-4-portas-flex-898487829,Mecânica,Hatch
"Carros, vans e utilitários",FIAT MAREA HLX 2.0 20V 4P,FIAT,1999,131000,2.0 - 2.9,Gasolina,Manual,Azul,4 portas,5,88090830,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/marea-hlx-2-0-20v-1999-super-inteiro-737865445,Hidráulica,Passeio
"Carros, vans e utilitários",HYUNDAI CRETA ACTION 1.6 16V FLEX AUT,HYUNDAI,2021,0,1.6,Flex,Automático,Branco,4 portas,9,88305000,Itajaí,São João,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-action-1-6-817900695,Hidráulica,Passeio
"Carros, vans e utilitários",HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V MEC. 4P,HONDA,2007,170,1.8,Gasolina,Manual,Preto,,0,88305075,Itajaí,São João,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-top-898488904,Hidráulica,Passeio
