Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Direção,Tipo de veículo
"Carros, vans e utilitários",FIAT PREMIO CS 1.5 I.E. 2P/ SL 1.6/1.5/1.3 4P,FIAT,1993,1111111,1.5,Gás Natural,Manual,Cinza,4 portas,2,89110000,Gaspar,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/troco-por-omega-premio-com-gnv-legalizado-so-transferir-898758145,Mecânica,
"Carros, vans e utilitários",FIAT LINEA ABSOLUTE 1.9/1.8 FLEX DUALOGIC 4P,FIAT,2010,190000,1.9,Flex,Automático,Preto,4 portas,8,89801200,Chapecó,Presidente Médici,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fiat-linea-absolute-2010-top-898763939,Hidráulica,Sedã
"Carros, vans e utilitários",FORD RANGER,FORD,2022,0,,Diesel,Automático,,4 portas,3,89218035,Joinville,Santo Antônio,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-limited-3-2-diesel-4x4-at-898754862,,
"Carros, vans e utilitários",FORD ECOSPORT XLT FREESTYLE 1.6 FLEX 8V 5P,FORD,2008,150860,1.6,Flex,Manual,Cinza,4 portas,6,88905028,Araranguá,Alto Feliz,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ecosport-1-6-freestyle-2008-abaixo-da-fipe-861034532,Hidráulica,
"Carros, vans e utilitários",FORD TERRITORY,FORD,2021,0,,Gasolina,Automático,,4 portas,2,89218035,Joinville,Santo Antônio,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-territory-titanium-1-5-turbo-ecoboost-gtdi-898754863,,
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,2017,58000,1.4,Flex,Manual,Branco,2 portas,9,88701410,Tubarão,Centro,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiorino-hard-working-897614212,Hidráulica,Van/Utilitário
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1000 MI 4P,VW - VOLKSWAGEN,1999,100000,1.0,Gasolina,Manual,Cinza,4 portas,0,88058648,Florianópolis,Ingleses do Rio Vermelho,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-gol-1000-898753931,Mecânica,Hatch
"Carros, vans e utilitários",HONDA FIT LXL 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,2009,112000,1.4,Flex,Automático,Prata,4 portas,9,88101260,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-lxl-2009-automatico-889186674,Hidráulica,Passeio
"Carros, vans e utilitários",RENAULT SANDERO GT LINE FLEX 1.6 16V 5P,RENAULT,2011,105000,1.6,Flex,Manual,Branco,4 portas,2,88701612,Tubarão,Santo Antônio de Pádua,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-gt-line-2011-1-6-completo-892386648,Hidráulica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX 1.6/ 1.6 TREND TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,87000,1.6,Flex,Manual,Vermelho,4 portas,6,89817000,Guatambú,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/spacefox-1-6-trend-2013-898753687,Hidráulica,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4,VW - VOLKSWAGEN,2019,50000,2.0 - 2.9,Gasolina,Automático,Branco,4 portas,9,89801040,Chapecó,Centro,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/tiguan-r-line-898753321,Hidráulica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF 2.0/ 2.0 MI FLEX COMFORTLINE AUT.,VW - VOLKSWAGEN,2002,205000,2.0 - 2.9,Gasolina,Automático,Cinza,4 portas,3,89010000,Blumenau,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vendo-golf-2001-898763780,Hidráulica,Hatch
"Carros, vans e utilitários",RENAULT CLIO,RENAULT,2015,96113,,Flex,Manual,,4 portas,7,89218035,Joinville,Santo Antônio,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/renault-clio-expression-hi-flex-1-0-16v-898754865,,
"Carros, vans e utilitários",FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,2020,43000,1.0,Flex,Manual,Branco,4 portas,5,88200000,Tijucas,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mobi-like-2020-895423248,Hidráulica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2014,81200,1.0,Flex,Manual,Preto,4 portas,9,89400000,Porto União,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/veiculo-898752874,Hidráulica,Hatch
"Carros, vans e utilitários",HYUNDAI HB20 PREMIUM 1.6 FLEX 16V MEC.,HYUNDAI,2014,94,1.6,Flex,Manual,Vermelho,4 portas,6,88790000,Laguna,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-premium-completo-aceito-troca-e-financio-898753023,Hidráulica,Hatch
"Carros, vans e utilitários",RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,RENAULT,2021,11500,1.0,Flex,Manual,Branco,4 portas,4,88063049,Florianópolis,Campeche,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-sandero-2021-898752653,Hidráulica,Hatch
"Carros, vans e utilitários",AUDI A4 LAUNCH EDITION 2.0 TFSI 190CV S TRONI,AUDI,2016,56600,2.0 - 2.9,Gasolina,Automático,Cinza,4 portas,2,88048417,Florianópolis,Rio Tavares,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/audi-a4-launch-edition-2-0t-2016-895011775,Hidráulica,Sedã
"Carros, vans e utilitários",KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX AUT.,KIA MOTORS,2011,55316,1.0,Gasolina,Automático,Branco,4 portas,2,89287250,São Bento do Sul,Rio Negro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/picanto-1-0-2011-automatico-898752428,Elétrica,
"Carros, vans e utilitários",NISSAN VERSA SV 1.6 16V FLEX FUEL 4P MEC.,NISSAN,2016,80000,1.6,Flex,Manual,Branco,4 portas,3,89237687,Joinville,Vila Nova,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/versa-sv-2016-898454166,Hidráulica,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2010,145000,1.0,Flex,Manual,Vermelho,4 portas,,89208318,Joinville,Itaum,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fox-em-perfeito-estado-chama-pv-898753269,Hidráulica,Hatch
"Carros, vans e utilitários",FIAT FIORINO FURGÃO 1.5 MPI / I.E.,FIAT,1999,196261,1.5,Gasolina,Manual,Branco,2 portas,2,88300000,Itajaí,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/motorola-e-6-s-898751175,Mecânica,Van/Utilitário
"Carros, vans e utilitários",PEUGEOT 408 SEDAN GRIFFE 1.6 TURBO 16V 4P AUT.,PEUGEOT,2014,122000,1.6,Gasolina,Automático,Preto,4 portas,0,88380000,Balneário Piçarras,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/peugeot-408-thp-segundo-dono-impecavel-e-revisado-891342118,Hidráulica,Sedã
"Carros, vans e utilitários",AUDI A3 SEDAN 1.4/ ATTRA. 16V TB FSI S-TRONIC,AUDI,2016,54000,1.4,Gasolina,Automático,Branco,4 portas,8,89216400,Joinville,Glória,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-sedan-1-4-tsfi-ambition-s-tronic-2016-885561163,Elétrica,Sedã
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2021,17000,1.0,Flex,Manual,Branco,4 portas,8,89228057,Joinville,Comasa,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/kwid-intense-1-0-2021-estado-de-zero-897613437,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET OPALA DIPLOMATA/DIPLOM. SLE 4.1/2.5,GM - CHEVROLET,1991,99999,4.0 ou mais,Gasolina,Manual,Vermelho,4 portas,8,88349159,Camboriú,Várzea do Ranchinho (Monte Alegre),https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/opala-diplomata-1991-898752662,Hidráulica,Antigo
"Carros, vans e utilitários",FIAT STRADA,FIAT,2004,126000,1.3,Gasolina,Manual,Preto,2 portas,9,88161384,Biguaçu,Fundos,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-fiat-strada-898750563,Hidráulica,Pick-up
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,GM - CHEVROLET,2018,79000,1.4,Flex,Automático,Branco,4 portas,6,88807138,Criciúma,São Sebastião,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-activ-automatico-2018-892836905,Elétrica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2014,105000,,,Manual,Vermelho,,5,88390000,Barra Velha,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/montana-ls-898752209,,
"Carros, vans e utilitários",PEUGEOT 206 FELINE 1.4/ 1.4 FLEX 8V 5P,PEUGEOT,2006,108000,1.4,Gasolina,Manual,Preto,4 portas,0,89055421,Blumenau,Tribess,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/pegeut-11-000-00-898749846,Hidráulica,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX XTREME 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2018,23500,1.6,Flex,Manual,Branco,4 portas,1,88303550,Itajaí,Dom Bosco,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fox-extreme-2018-23-mil-km-unico-dono-898748882,Elétrica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2017,67000,1.4,Flex,Automático,Branco,4 portas,3,88330045,Balneário Camboriú,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/cruze-1-4-turbo-lt-2017-898748652,Hidráulica,Hatch
"Carros, vans e utilitários",CITROEN C3 EXCLUSIVE 1.5 FLEX 8V 5P MEC.,CITROEN,2015,49000,1.5,Flex,Manual,Preto,4 portas,1,89221450,Joinville,Saguaçu,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-exclusive-1-5-flex-8v-5p-mec-2014-2015-898752551,Elétrica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET OPALA COMODORO/COMOD. SLE  4.1/2.5,GM - CHEVROLET,1980,0,2.0 - 2.9,Gasolina,Manual,Amarelo,2 portas,0,89500199,Caçador,Centro,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vendo-reliquia-898748043,Mecânica,Antigo
"Carros, vans e utilitários",FORD KA TRAIL 1.0 12V FLEX MEC. 5P,FORD,2017,0,1.0,Flex,Manual,Branco,4 portas,3,88060448,Florianópolis,São João do Rio Vermelho,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2017-898747973,Elétrica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 2P,VW - VOLKSWAGEN,2008,180,1.0,Flex,Manual,Vermelho,2 portas,0,89070520,Blumenau,Itoupavazinha,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-2008-completo-898747767,Hidráulica,Passeio
"Carros, vans e utilitários",NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,2021,5100,1.6,Gasolina,Automático,Branco,4 portas,2,89107000,Pomerode,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-sl-20-21-novissimo-894819456,Elétrica,SUV
"Carros, vans e utilitários",MERCEDES-BENZ A 200 1.6 TURBO,MERCEDES-BENZ,2014,130000,1.6,,Automático,Prata,,,88164169,Biguaçu,Vendaval,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-a200-2014-unica-896656572,,Hatch
"Carros, vans e utilitários",PEUGEOT 307 MILLESIM200 1.6 FLEX 16V 5P,PEUGEOT,2010,184000,1.6,Flex,Manual,Prata,4 portas,4,88900000,Araranguá,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-307-898752017,Hidráulica,Hatch
"Carros, vans e utilitários",TOYOTA HILUX CD SRV 4X4 2.7 FLEX 16V AUT.,TOYOTA,2014,180,2.0 - 2.9,Flex,Automático,Prata,4 portas,5,88715000,Jaguaruna,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srv-896926246,Hidráulica,Pick-up
"Carros, vans e utilitários",FIAT PALIO EL 1.6 SPI 2P E 4P,FIAT,1999,130,1.6,Gasolina,Manual,Vermelho,4 portas,0,88102210,São José,Kobrasol,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-898747820,Hidráulica,Passeio
"Carros, vans e utilitários",RENAULT MEGANE GRAND TOUR DYNAM. HI-FLEX 1.6 16V,RENAULT,2013,119000,1.6,Flex,Manual,Prata,4 portas,6,88117291,São José,Barreiros,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/troco-por-maior-valor-megane-grandtour-1-6-2013-unico-dono-898411119,Elétrica,Passeio
"Carros, vans e utilitários",CITROEN AIRCROSS EXCLUSIVE 1.6 FLEX 16V 5P MEC.,CITROEN,2012,110000,1.6,Gás Natural,Manual,Prata,4 portas,5,89245000,Araquari,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/aircroos-2011-2012-898741616,Elétrica,SUV
"Carros, vans e utilitários",RENAULT CLIO,RENAULT,2014,113000,,Flex,Manual,Preto,4 portas,9,88101290,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-clio-exp1016vh-898741292,Hidráulica,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2012,112000,1.6,Flex,Manual,Vermelho,4 portas,0,88806080,Criciúma,Vila Nova Esperança,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-sportline-limited-edition-898740585,Hidráulica,Hatch
"Carros, vans e utilitários",HONDA CITY SEDAN SPORT 1.5 FLEX 16V 4P MEC.,HONDA,2014,91000,1.5,Gasolina,Manual,Vermelho,4 portas,4,88132300,Palhoça,Caminho Novo,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-city-esport-2014-lindo-carro-tudo-zero-898747810,Elétrica,Sedã
"Carros, vans e utilitários",FORD F-75 4X4 2.3,FORD,1975,0,,Gasolina,Manual,Verde,2 portas,0,88085174,Florianópolis,Abraão,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/f75-file-jeep-willys-4x4-ford-4-pneus-para-estrada-884508871,Mecânica,Pick-up
"Carros, vans e utilitários",FORD KA HATCH SE 1.0 FLEX 4P C/AR,FORD,2018,180000,1.0,Flex,Manual,Branco,4 portas,7,88160164,Biguaçu,Centro,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-898747682,Hidráulica,Hatch
"Carros, vans e utilitários",FORD PAMPA S 1.8,FORD,1992,144000,1.8,Gasolina,Manual,Vermelho,2 portas,1,88330645,Balneário Camboriú,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/pick-up-pampa-s-92-gasolina-raridade-com-capota-barato-demais-897613376,Mecânica,Pick-up
"Carros, vans e utilitários",FORD ESCORT GLX 1.8I 16V 4P,FORD,1997,181000,1.8,Gasolina,Manual,Cinza,4 portas,2,88134600,Palhoça,Barra do Aririú,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/escort-97-898744387,,Sedã
"Carros, vans e utilitários",FORD RANGER XLT 4.0 4X2 CE,FORD,1997,200000,4.0 ou mais,Gasolina,Manual,Preto,2 portas,5,88330632,Balneário Camboriú,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ranger-xlt-898743257,Hidráulica,Pick-up
"Carros, vans e utilitários",FORD F-1000 XL 4.9I,FORD,1998,120000,4.0 ou mais,Gasolina,Manual,Preto,4 portas,6,88360000,Guabiruba,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-f1000-no-vale-do-itajai-sc-a-venda-867947670,Hidráulica,Pick-up
"Carros, vans e utilitários",CITROEN C3 TENDANCE 1.5 FLEX 8V 5P MEC.,CITROEN,2014,89000,1.5,Gasolina,Manual,Branco,4 portas,3,89222365,Joinville,Bom Retiro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-tendance-1-5-otimo-estado-898738217,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CHEVETTE L / SL / SL/E / DL / SE 1.6,GM - CHEVROLET,1988,78000,1.6,Álcool,Manual,Outra,2 portas,1,89110182,Gaspar,Coloninha,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/chevette-sl-e-1-6-a-898737790,Mecânica,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CARAVAN L/SL/S/SS 2.5/4.1/4.2,GM - CHEVROLET,1990,100000,2.0 - 2.9,Gasolina,Manual,Azul,2 portas,7,89260307,Jaraguá do Sul,Jaraguá 84,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/caravan-comodoro-898737255,Hidráulica,Antigo
"Carros, vans e utilitários",CITROEN C3 EXCL. 1.6 VTI FLEX START 16V 5P AUT.,CITROEN,2015,81258,1.6,Flex,Automático,Branco,4 portas,6,88103640,São José,Praia Comprida,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-picasso-898739381,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET SONIC SED. LTZ 1.6 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2014,133000,1.6,Flex,Automático,Preto,4 portas,7,88354280,Brusque,Jardim Maluche,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vendo-chevrolet-sonic-seda-ltz-automatico-898739091,Hidráulica,Sedã
"Carros, vans e utilitários",KIA MOTORS SPORTAGE,KIA MOTORS,2014,91258,,Flex,Manual,Prata,4 portas,0,88101290,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-sportage-ex2-898738567,Hidráulica,
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE COMFORTLINE 1.0 T.FLEX 12V 4P,VW - VOLKSWAGEN,2019,66,1.0,,Manual,,,,89620000,Campos Novos,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/voyage-19-20-como-novo-898735830,,
"Carros, vans e utilitários",PEUGEOT 206 PRESENCE 1.4/ 1.4 FLEX 8V 5P,PEUGEOT,2008,170000,1.4,Flex,Manual,Preto,4 portas,6,89157000,Witmarsum,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/peugeot-1-4-8v-flex-2007-2008-898735721,Hidráulica,Hatch
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,2014,86870,,Flex,Automático,Branco,4 portas,7,88101290,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-898738568,Hidráulica,
"Carros, vans e utilitários",HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.,HONDA,2016,72000,1.8,Flex,Automático,Prata,4 portas,6,89209420,Joinville,João Costa,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-ex-2016-898028304,Elétrica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2009,150000,1.6,Flex,Manual,Preto,4 portas,0,88330666,Balneário Camboriú,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/crossfox-1-6-completo-2009-898734360,Hidráulica,Hatch
"Carros, vans e utilitários",JAC J3 1.4 16V 5P MEC.,JAC,2012,233000,1.4,Gasolina,Manual,Preto,4 portas,2,88025460,Florianópolis,Agronômica,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jac-j3-898737637,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,GM - CHEVROLET,2020,7800,1.0,Flex,Automático,Azul,4 portas,4,88025500,Florianópolis,Agronômica,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-sed-plus-premier-turbo-automatico-898737257,Elétrica,Sedã
"Carros, vans e utilitários",FIAT STRADA FREEDOM 1.3 FLEX 8V CS PLUS,FIAT,2022,0,1.3,Flex,Manual,Preto,2 portas,5,88904020,Araranguá,Mato Alto,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-freedon-1-3-top-2022-zero-pronta-entrega-898733505,Hidráulica,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONIC,VW - VOLKSWAGEN,2017,50565,2.0 - 2.9,Gasolina,Automático,Branco,4 portas,2,88400000,Ituporanga,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-jetta-2017-2-0-tsi-highline-211cv-897593436,Elétrica,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2013,180000,1.0,Flex,Manual,Cinza,4 portas,5,88400000,Ituporanga,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vw-fox-1-0-4p-completo-couro-898017348,Hidráulica,Hatch
"Carros, vans e utilitários",HYUNDAI TUCSON,HYUNDAI,2014,98000,2.0 - 2.9,Flex,Automático,Preto,4 portas,5,88010400,Florianópolis,Centro,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tucson-2-0-10v-automatica-2014-895076271,Hidráulica,Passeio
"Carros, vans e utilitários",PEUGEOT 308 ALLURE 2.0 FLEX 16V 5P AUT.,PEUGEOT,2016,130,2.0 - 2.9,Flex,Automático,Branco,4 portas,6,88025380,Florianópolis,Agronômica,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-308-2016-branco-perola-6-marchas-898432400,Hidráulica,Hatch
"Carros, vans e utilitários",HYUNDAI TUCSON 2.0 16V AUT.,HYUNDAI,2011,173,2.0 - 2.9,Gás Natural,Automático,Preto,4 portas,9,88117260,São José,Barreiros,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tucson-glsb-automatica-gnv-898741210,Hidráulica,Passeio
"Carros, vans e utilitários",MINI COOPER COUNTRYMAN S 1.6 AUT.,MINI,2012,100000,1.6,Gasolina,Automático,Branco,4 portas,0,88790000,Laguna,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-countryman-s-1-6-turbo-898735566,Hidráulica,SUV
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2021,28000,2.0 - 2.9,Flex,Automático,Prata,4 portas,6,88101110,São José,Kobrasol,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-892100299,Elétrica,Sedã
"Carros, vans e utilitários",PEUGEOT 2008 GRIFFE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2016,1,1.6,Flex,Automático,Branco,4 portas,2,88813120,Criciúma,Brasília,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-898732173,Elétrica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN JETTA COMFORT. 250 TSI 1.4 FLEX 16V AUT.,VW - VOLKSWAGEN,2019,18500,1.4,Flex,Automático,Branco,4 portas,2,89280166,São Bento do Sul,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/jetta-250-tsi-completo-18500-km-898728912,Elétrica,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CARAVAN COMODORO 4.1/2.5,GM - CHEVROLET,1988,120000,2.0 - 2.9,Gasolina,Manual,Azul,2 portas,3,88067050,Florianópolis,Pântano do Sul,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/caravan-comodoro-sl-e-1988-898428405,Hidráulica,Passeio
"Carros, vans e utilitários",HONDA CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,HONDA,2018,47000,,Flex,Automático,,4 portas,8,88111310,São José,Jardim Cidade de Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/civic-2018-2018-1-5-16v-turbo-gasolina-touring-4p-cvt-886994333,,Passeio
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-POWER 1.6 8V 5P,RENAULT,2015,47000,1.6,Flex,Manual,Prata,4 portas,6,89300495,Mafra,Jardim América,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-1-6-unico-dono-888965749,Hidráulica,Hatch
